ticket_id,created_date,created_timestamp,ticket_type,ticket_subject,ticket_description,ticket_status,resolution,ticket_priority,ticket_channel,channel_raw,is_self_serve,product_area,customer_segment,resolution_outcome,resolved_by_automation,first_response_time_minutes,time_to_resolution_minutes,agent_id,cost_per_ticket_usd,csat_responded,customer_satisfaction_rating,reopened,country,device_type
TCK105865,2025-12-22,2025-12-22T04:04:00,Shipping Issue,Shipping address needs correction,Customer needs to correct the shipping address before dispatch.,Open,,Medium,Community Forum,community_forum,True,shipping,free,escalated_to_agent,False,342.42,,AG1126,5.6,False,,False,UK,Desktop
TCK107411,2025-12-23,2025-12-23T19:47:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Medium,Email,email,False,technical_issue,free,resolved_agent,False,247.58,320.86,AG1011,5.46,True,3.0,False,AU,Desktop
TCK103732,2025-12-23,2025-12-23T20:37:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Closed,Cleared browser cache and the feature loaded successfully afterward.,Low,Phone,phone,False,technical_issue,paid_premium,resolved_agent,False,5.78,6.85,AG1003,18.11,True,5.0,False,DE,Mobile
TCK122810,2025-12-24,2025-12-24T14:22:00,Billing Inquiry,Invoice missing for last billing cycle,Customer did not receive an invoice for the most recent billing period.,Closed,Invoice was resent to the customer's email on file.,Critical,Chatbot,self_serve_bot,True,billing,paid_premium,resolved_bot,True,0.5,2.04,,0.29,True,4.0,True,IN,Desktop
TCK106847,2025-12-24,2025-12-24T07:30:00,Shipping Issue,Damaged item received,Customer received their order but the item arrived damaged.,Closed,Replacement item shipped at no cost due to damage in transit.,Low,Chatbot,self_serve_bot,True,shipping,paid_basic,resolved_bot,True,0.4,2.2,,0.15,False,,False,AU,Mobile
TCK145340,2025-12-24,2025-12-24T04:08:00,General Inquiry,Question about account settings,Customer has a general question about managing their account settings.,Closed,Walked customer through account settings and confirmed resolution.,Medium,Community Forum,community_forum,True,general_inquiry,enterprise,resolved_bot,True,60.13,63.04,,1.04,False,,False,UK,Mobile
TCK143850,2025-12-24,2025-12-24T22:40:00,Returns/Refunds,Refund amount lower than expected,Customer noticed their refund amount was lower than the original purchase price.,Pending Customer Response,,Low,Community Forum,community_forum,True,returns_refunds,paid_basic,unresolved,False,30.39,,AG1194,0.22,False,,False,FR,Mobile
TCK138734,2025-12-24,2025-12-24T04:40:00,General Inquiry,How to contact support faster,Customer is asking the best way to reach support for faster help.,Closed,Shared fastest support contact channels and expected response times.,Medium,Chatbot,self_serve_bot,True,general_inquiry,paid_basic,abandoned,False,0.89,26.13,,0.13,False,,False,AU,Mobile
TCK137624,2025-12-25,2025-12-25T15:52:00,Returns/Refunds,Requesting return for unwanted item,Customer wants to return an item they no longer want.,Closed,Return approved and shipping label sent to customer's email.,High,Chatbot,self_serve_bot,True,returns_refunds,paid_premium,resolved_bot,True,0.82,2.1,,0.09,True,3.0,False,CA,Mobile
TCK113637,2025-12-25,2025-12-25T13:56:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,Low,Phone,phone,False,billing,paid_premium,resolved_agent,False,8.4,54.31,AG1027,15.42,False,,False,AU,Tablet
TCK134749,2025-12-25,2025-12-25T15:35:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Open,,Low,Community Forum,community_forum,True,account_access,paid_premium,unresolved,False,12.86,,AG1039,0.54,False,,False,UK,Mobile
TCK120736,2025-12-26,2025-12-26T02:40:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Closed,Sync issue fixed after forcing a manual refresh on both devices.,Low,Community Forum,community_forum,True,account_access,paid_premium,resolved_bot,True,59.52,60.72,,0.26,True,4.0,False,DE,Desktop
TCK145705,2025-12-26,2025-12-26T12:22:00,Returns/Refunds,Exchange request for wrong size,Customer wants to exchange an item for a different size.,Closed,Exchange processed and correct size shipped at no extra cost.,Medium,Phone,phone,False,returns_refunds,free,resolved_agent,False,3.71,42.31,AG1082,10.96,True,5.0,False,IN,Mobile
TCK113624,2025-12-26,2025-12-26T09:26:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Closed,Issue resolved by clearing cache and reinstalling the application.,High,Community Forum,community_forum,True,account_access,paid_basic,resolved_bot,True,252.41,253.12,,0.13,True,4.0,False,AU,Desktop
TCK139475,2025-12-27,2025-12-27T06:40:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Closed,Issue resolved by clearing cache and reinstalling the application.,Low,Chat,live_chat_agent,False,technical_issue,free,resolved_agent,False,2.79,116.9,AG1088,5.94,True,3.0,False,DE,Mobile
TCK112653,2025-12-27,2025-12-27T16:19:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Closed,Issue resolved by clearing cache and reinstalling the application.,Medium,Email,email,False,technical_issue,paid_basic,resolved_agent,False,80.14,93.2,AG1020,3.1,False,,False,CA,Desktop
TCK118577,2025-12-28,2025-12-28T03:25:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Pending Customer Response,,Medium,Chatbot,self_serve_bot,True,account_access,paid_premium,escalated_to_agent,False,0.25,,AG1162,5.31,False,,False,FR,Mobile
TCK127988,2025-12-28,2025-12-28T10:50:00,General Inquiry,Question about account settings,Customer has a general question about managing their account settings.,Pending Customer Response,,Critical,Email,email,False,general_inquiry,paid_premium,reopened_case,False,25.35,,AG1072,6.68,False,,False,BR,Mobile
TCK107881,2025-12-28,2025-12-28T16:28:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Pending Customer Response,,Medium,Chatbot,self_serve_bot,True,account_access,paid_premium,escalated_to_agent,False,0.35,,AG1092,6.0,False,,False,BR,Desktop
TCK130001,2025-12-28,2025-12-28T01:40:00,Shipping Issue,Shipping address needs correction,Customer needs to correct the shipping address before dispatch.,Closed,Shipping address updated successfully before order dispatch.,Medium,Community Forum,community_forum,True,shipping,paid_premium,resolved_bot,True,177.87,182.46,,0.27,True,4.0,False,FR,Desktop
TCK143649,2025-12-30,2025-12-30T06:03:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Pending Customer Response,,Low,Chatbot,self_serve_bot,True,technical_issue,paid_premium,escalated_to_agent,False,0.15,,AG1082,6.2,False,,False,CA,Desktop
TCK120268,2025-12-30,2025-12-30T15:22:00,Returns/Refunds,Refund not yet processed,Customer returned an item weeks ago but has not received their refund.,Closed,Refund was located and processing delay was resolved; refund issued.,Medium,Chatbot,self_serve_bot,True,returns_refunds,free,resolved_bot,True,0.55,2.4,,0.09,False,,False,DE,Desktop
TCK129089,2025-12-30,2025-12-30T11:41:00,Technical Issue,Mobile app freezes randomly,Customer's mobile app freezes intermittently during normal use.,Closed,Freezing issue resolved with the latest mobile app patch update.,Low,Email,email,False,account_access,enterprise,resolved_agent,False,356.92,381.78,AG1098,15.4,True,5.0,False,FR,Mobile
TCK142454,2025-12-30,2025-12-30T21:22:00,Shipping Issue,Wrong item delivered,Customer received an item different from what they ordered.,Open,,Low,Chatbot,self_serve_bot,True,shipping,free,escalated_to_agent,False,0.61,,AG1065,4.61,False,,False,BR,Desktop
TCK121802,2025-12-31,2025-12-31T11:42:00,Shipping Issue,Shipping address needs correction,Customer needs to correct the shipping address before dispatch.,Open,,High,Community Forum,community_forum,True,shipping,paid_basic,escalated_to_agent,False,22.67,,AG1106,5.68,False,,False,AU,Mobile
TCK120818,2026-01-01,2026-01-01T20:24:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Pending Customer Response,,Low,Email,email,False,account_access,paid_basic,unresolved,False,457.38,,AG1123,3.5,False,,False,AU,Desktop
TCK135875,2026-01-01,2026-01-01T16:51:00,Technical Issue,Integration with third-party tool failing,Customer cannot connect their account to a third-party integration tool.,Closed,Reconnected the integration using updated API credentials.,Low,Chatbot,self_serve_bot,True,technical_issue,enterprise,resolved_bot,True,0.86,1.54,,0.19,False,,False,DE,Mobile
TCK130803,2026-01-02,2026-01-02T23:42:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Medium,Chatbot,self_serve_bot,True,account_access,paid_basic,resolved_bot,True,0.26,0.6,,0.34,False,,False,FR,Mobile
TCK129186,2026-01-02,2026-01-02T07:14:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Closed,Sync issue fixed after forcing a manual refresh on both devices.,Medium,Chat,live_chat_agent,False,technical_issue,paid_basic,resolved_agent,False,3.34,8.2,AG1005,2.73,True,4.0,False,AU,Mobile
TCK113664,2026-01-02,2026-01-02T02:52:00,Shipping Issue,Tracking number not updating,Customer's tracking number has not updated in several days.,Closed,Carrier contacted; tracking updated and delivery confirmed shortly after.,Medium,Email,email,False,shipping,free,resolved_agent,False,17.03,31.42,AG1166,5.4,True,1.0,False,US,Tablet
TCK112144,2026-01-03,2026-01-03T16:06:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Medium,Email,email,False,technical_issue,paid_premium,resolved_agent,False,87.59,129.23,AG1186,6.13,True,4.0,False,US,Mobile
TCK114165,2026-01-03,2026-01-03T15:53:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Closed,Issue resolved by clearing cache and reinstalling the application.,Low,Chat,live_chat_agent,False,account_access,paid_basic,resolved_agent,False,11.0,12.49,AG1073,5.54,False,,False,CA,Mobile
TCK115242,2026-01-03,2026-01-03T07:43:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Closed,Cleared browser cache and the feature loaded successfully afterward.,Low,Chat,live_chat_agent,False,account_access,free,resolved_agent,False,3.5,15.56,AG1158,5.8,False,,False,UK,Mobile
TCK113641,2026-01-04,2026-01-04T11:09:00,Technical Issue,Mobile app freezes randomly,Customer's mobile app freezes intermittently during normal use.,Closed,Freezing issue resolved with the latest mobile app patch update.,Medium,Email,email,False,account_access,free,resolved_agent,False,164.01,182.67,AG1129,5.88,True,5.0,False,US,Mobile
TCK149512,2026-01-04,2026-01-04T02:39:00,Returns/Refunds,Restocking fee dispute,Customer is disputing a restocking fee applied to their return.,Closed,Restocking fee waived as a one-time courtesy.,Critical,Community Forum,community_forum,True,returns_refunds,free,resolved_bot,True,88.55,89.03,,0.47,True,1.0,False,DE,Desktop
TCK146976,2026-01-05,2026-01-05T23:17:00,Shipping Issue,Shipping address needs correction,Customer needs to correct the shipping address before dispatch.,Closed,Shipping address updated successfully before order dispatch.,Low,Chatbot,self_serve_bot,True,shipping,paid_basic,resolved_bot,True,0.38,2.19,,0.27,True,5.0,False,DE,Desktop
TCK144684,2026-01-05,2026-01-05T12:30:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Closed,Sync issue fixed after forcing a manual refresh on both devices.,Low,Phone,phone,False,technical_issue,paid_premium,resolved_agent,False,1.36,19.34,AG1119,19.34,False,,False,UK,Mobile
TCK133183,2026-01-06,2026-01-06T01:40:00,Returns/Refunds,Requesting return for unwanted item,Customer wants to return an item they no longer want.,Closed,Return approved and shipping label sent to customer's email.,Medium,Community Forum,community_forum,True,returns_refunds,paid_premium,resolved_bot,True,169.29,172.61,,0.32,False,,False,DE,Mobile
TCK131496,2026-01-07,2026-01-07T06:16:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,High,Community Forum,community_forum,True,billing,paid_basic,resolved_bot,True,20.41,21.27,,0.39,True,4.0,False,UK,Tablet
TCK108564,2026-01-07,2026-01-07T17:45:00,Returns/Refunds,Refund amount lower than expected,Customer noticed their refund amount was lower than the original purchase price.,Closed,Refund discrepancy traced to a partial restocking fee; explained to customer.,Medium,Community Forum,community_forum,True,returns_refunds,paid_basic,resolved_bot,True,39.6,40.57,,0.34,False,,True,DE,Mobile
TCK102729,2026-01-07,2026-01-07T16:52:00,Shipping Issue,Tracking number not updating,Customer's tracking number has not updated in several days.,Closed,Carrier contacted; tracking updated and delivery confirmed shortly after.,Medium,Chatbot,self_serve_bot,True,shipping,paid_basic,resolved_bot,True,0.54,3.52,,0.21,True,1.0,False,UK,Desktop
TCK107134,2026-01-08,2026-01-08T06:00:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,High,Chatbot,self_serve_bot,True,billing,paid_basic,resolved_bot,True,1.02,1.86,,0.13,False,,False,UK,Desktop
TCK120657,2026-01-08,2026-01-08T12:21:00,Shipping Issue,Damaged item received,Customer received their order but the item arrived damaged.,Open,,Low,Community Forum,community_forum,True,shipping,paid_basic,unresolved,False,109.53,,AG1007,0.4,False,,False,UK,Desktop
TCK146065,2026-01-09,2026-01-09T01:39:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Closed,Sync issue fixed after forcing a manual refresh on both devices.,Medium,Chatbot,self_serve_bot,True,account_access,free,resolved_bot,True,0.47,0.94,,0.28,False,,False,FR,Mobile
TCK104788,2026-01-10,2026-01-10T05:49:00,Shipping Issue,Package marked delivered but not received,Customer's tracking shows delivered status but they have not received the package.,Closed,Replacement shipped after confirming non-delivery with carrier.,Medium,Community Forum,community_forum,True,shipping,paid_basic,resolved_bot,True,5.66,6.67,,0.19,False,,False,DE,Tablet
TCK105503,2026-01-10,2026-01-10T15:57:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,Medium,Chatbot,self_serve_bot,True,account_access,paid_basic,abandoned,False,0.19,16.04,,0.24,False,,False,BR,Mobile
TCK124915,2026-01-11,2026-01-11T23:12:00,Billing Inquiry,Unable to update payment method,Customer is unable to update their credit card details on the billing page.,Open,,Low,Chatbot,self_serve_bot,True,billing,paid_basic,unresolved,False,2.65,,AG1099,0.13,False,,False,AU,Mobile
TCK108893,2026-01-11,2026-01-11T22:46:00,Technical Issue,Error code 500 when saving changes,Customer receives a server error when attempting to save their work.,Open,,Low,Community Forum,community_forum,True,technical_issue,paid_premium,unresolved,False,142.16,,AG1031,0.35,False,,False,DE,Desktop
TCK100985,2026-01-11,2026-01-11T08:50:00,Returns/Refunds,Refund not yet processed,Customer returned an item weeks ago but has not received their refund.,Open,,Critical,Community Forum,community_forum,True,returns_refunds,free,unresolved,False,15.43,,AG1104,0.49,False,,False,CA,Mobile
TCK127238,2026-01-12,2026-01-12T20:16:00,General Inquiry,How to close account,Customer wants to know the steps to close their account.,Closed,Provided account closure steps and confirmed customer's request.,High,Chatbot,self_serve_bot,True,general_inquiry,enterprise,resolved_bot,True,0.25,0.63,,0.38,True,4.0,False,CA,Mobile
TCK130172,2026-01-12,2026-01-12T13:05:00,Billing Inquiry,Unexpected charge on invoice,Customer noticed an unexpected charge on their most recent invoice and wants clarification.,Closed,Charge was explained as a prorated upgrade fee; customer acknowledged and closed.,High,Email,email,False,billing,paid_premium,resolved_agent,False,226.94,247.73,AG1023,8.44,True,4.0,True,DE,Desktop
TCK126402,2026-01-12,2026-01-12T18:21:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Closed,Sync issue fixed after forcing a manual refresh on both devices.,Critical,Chatbot,self_serve_bot,True,account_access,free,resolved_bot,True,0.55,0.79,,0.12,False,,False,US,Mobile
TCK138249,2026-01-12,2026-01-12T15:01:00,General Inquiry,How to close account,Customer wants to know the steps to close their account.,Pending Customer Response,,Medium,Community Forum,community_forum,True,general_inquiry,free,escalated_to_agent,False,6.32,,AG1174,5.28,False,,False,CA,Mobile
TCK139143,2026-01-13,2026-01-13T22:43:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Closed,Cleared browser cache and the feature loaded successfully afterward.,Low,Chatbot,self_serve_bot,True,account_access,paid_basic,resolved_bot,True,0.43,3.56,,0.31,False,,False,US,Mobile
TCK137172,2026-01-14,2026-01-14T04:15:00,Shipping Issue,Tracking number not updating,Customer's tracking number has not updated in several days.,Closed,Carrier contacted; tracking updated and delivery confirmed shortly after.,Medium,Chat,live_chat_agent,False,shipping,paid_basic,resolved_agent,False,4.3,27.38,AG1098,3.97,False,,False,AU,Desktop
TCK108836,2026-01-14,2026-01-14T00:15:00,Billing Inquiry,Unexpected charge on invoice,Customer noticed an unexpected charge on their most recent invoice and wants clarification.,Open,,Medium,Chatbot,self_serve_bot,True,billing,paid_premium,escalated_to_agent,False,0.58,,AG1140,6.16,False,,False,BR,Desktop
TCK144798,2026-01-14,2026-01-14T03:35:00,Technical Issue,App crashes on launch,Customer reports the application crashes immediately after opening it on their device.,Pending Customer Response,,Medium,Chat,live_chat_agent,False,account_access,free,reopened_case,False,0.78,,AG1124,5.87,False,,False,AU,Tablet
TCK132225,2026-01-14,2026-01-14T08:58:00,Returns/Refunds,Return window question,Customer is asking whether their item still qualifies for return.,Closed,Confirmed item is within return window and proceeded with return.,Low,Chatbot,self_serve_bot,True,returns_refunds,paid_basic,resolved_bot,True,0.48,2.47,,0.11,True,2.0,False,UK,Tablet
TCK140040,2026-01-14,2026-01-14T10:05:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,High,Chatbot,self_serve_bot,True,billing,paid_premium,resolved_bot,True,0.23,3.61,,0.09,False,,False,BR,Tablet
TCK100147,2026-01-14,2026-01-14T20:50:00,Returns/Refunds,Refund not yet processed,Customer returned an item weeks ago but has not received their refund.,Closed,Refund was located and processing delay was resolved; refund issued.,Medium,Community Forum,community_forum,True,returns_refunds,enterprise,resolved_bot,True,47.8,49.81,,0.79,False,,False,BR,Desktop
TCK130477,2026-01-14,2026-01-14T01:36:00,Shipping Issue,Tracking number not updating,Customer's tracking number has not updated in several days.,Closed,Carrier contacted; tracking updated and delivery confirmed shortly after.,Medium,Community Forum,community_forum,True,shipping,enterprise,resolved_bot,True,40.26,40.29,,1.07,False,,False,DE,Mobile
TCK122610,2026-01-14,2026-01-14T04:30:00,Shipping Issue,Order stuck in customs,Customer's international order appears stuck in customs clearance.,Closed,Customs documentation resent to expedite clearance.,Low,Chat,live_chat_agent,False,shipping,paid_basic,resolved_agent,False,4.11,15.98,AG1112,5.58,False,,False,BR,Mobile
TCK107891,2026-01-14,2026-01-14T19:03:00,Returns/Refunds,Return window question,Customer is asking whether their item still qualifies for return.,Pending Customer Response,,Low,Community Forum,community_forum,True,returns_refunds,paid_premium,unresolved,False,38.55,,AG1081,0.32,False,,False,CA,Mobile
TCK118552,2026-01-15,2026-01-15T15:56:00,Returns/Refunds,Refund not yet processed,Customer returned an item weeks ago but has not received their refund.,Closed,Refund was located and processing delay was resolved; refund issued.,Medium,Chatbot,self_serve_bot,True,returns_refunds,enterprise,resolved_bot,True,0.12,2.28,,0.64,True,2.0,False,FR,Mobile
TCK119044,2026-01-15,2026-01-15T11:11:00,Billing Inquiry,Question about subscription renewal,Customer is asking when their subscription will renew and at what price.,Pending Customer Response,,High,Chatbot,self_serve_bot,True,billing,paid_basic,unresolved,False,0.41,,AG1065,0.31,False,,False,UK,Desktop
TCK128366,2026-01-16,2026-01-16T17:06:00,Billing Inquiry,Unable to update payment method,Customer is unable to update their credit card details on the billing page.,Closed,Payment method updated successfully after clearing a stale card record.,Low,Community Forum,community_forum,True,billing,paid_basic,resolved_bot,True,153.34,158.24,,0.29,True,5.0,False,BR,Mobile
TCK107624,2026-01-18,2026-01-18T11:04:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Closed,Cleared browser cache and the feature loaded successfully afterward.,High,Chatbot,self_serve_bot,True,technical_issue,free,resolved_bot,True,2.7,3.37,,0.06,False,,False,US,Mobile
TCK138309,2026-01-18,2026-01-18T03:54:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Closed,Sync issue fixed after forcing a manual refresh on both devices.,Low,Email,email,False,technical_issue,paid_premium,resolved_agent,False,81.72,102.44,AG1185,5.4,True,1.0,False,BR,Mobile
TCK104813,2026-01-18,2026-01-18T00:56:00,Technical Issue,Unable to log in to account,Customer is unable to log in despite entering correct credentials and resetting password.,Closed,Reset password link was resent and login issue was resolved.,Medium,Chatbot,self_serve_bot,True,account_access,paid_basic,resolved_bot,True,0.56,2.24,,0.19,True,4.0,False,DE,Desktop
TCK144111,2026-01-18,2026-01-18T15:38:00,Technical Issue,Sync error between devices,Customer's data is not syncing properly between the desktop and mobile app.,Open,,High,Community Forum,community_forum,True,account_access,free,escalated_to_agent,False,34.08,,AG1088,3.07,False,,False,AU,Mobile
TCK130625,2026-01-18,2026-01-18T04:18:00,Billing Inquiry,Question about subscription renewal,Customer is asking when their subscription will renew and at what price.,Closed,Provided renewal date and pricing details; customer confirmed satisfaction.,Low,Email,email,False,billing,paid_basic,resolved_agent,False,267.07,288.18,AG1112,6.81,False,,False,IN,Mobile
TCK144659,2026-01-19,2026-01-19T20:55:00,Technical Issue,Integration with third-party tool failing,Customer cannot connect their account to a third-party integration tool.,Closed,Reconnected the integration using updated API credentials.,Medium,Chatbot,self_serve_bot,True,technical_issue,paid_premium,resolved_bot,True,0.79,1.16,,0.26,False,,False,US,Desktop
TCK138478,2026-01-19,2026-01-19T04:50:00,General Inquiry,Asking about company policies,Customer wants clarification on a specific company policy.,Closed,Clarified the relevant company policy in detail.,Low,Phone,phone,False,general_inquiry,paid_premium,resolved_agent,False,2.75,36.45,AG1100,19.29,False,,False,IN,Tablet
TCK118494,2026-01-19,2026-01-19T12:09:00,Returns/Refunds,Restocking fee dispute,Customer is disputing a restocking fee applied to their return.,Closed,Restocking fee waived as a one-time courtesy.,Low,Phone,phone,False,returns_refunds,paid_basic,resolved_agent,False,2.25,124.2,AG1172,6.69,True,2.0,False,CA,Desktop
TCK127441,2026-01-20,2026-01-20T22:31:00,General Inquiry,General feedback about service,Customer is providing general feedback about their experience.,Open,,Low,Chatbot,self_serve_bot,True,general_inquiry,enterprise,escalated_to_agent,False,1.08,,AG1046,6.35,False,,False,AU,Desktop
TCK114831,2026-01-20,2026-01-20T12:45:00,Billing Inquiry,Invoice missing for last billing cycle,Customer did not receive an invoice for the most recent billing period.,Closed,Invoice was resent to the customer's email on file.,Low,Community Forum,community_forum,True,billing,paid_basic,resolved_bot,True,138.81,139.79,,0.15,False,,False,FR,Desktop
TCK139586,2026-01-21,2026-01-21T13:29:00,Returns/Refunds,Refund amount lower than expected,Customer noticed their refund amount was lower than the original purchase price.,Closed,Refund discrepancy traced to a partial restocking fee; explained to customer.,Medium,Phone,phone,False,returns_refunds,free,resolved_agent,False,3.88,4.75,AG1053,8.14,False,,False,CA,Mobile
TCK120262,2026-01-21,2026-01-21T03:05:00,Technical Issue,Integration with third-party tool failing,Customer cannot connect their account to a third-party integration tool.,Closed,Reconnected the integration using updated API credentials.,Critical,Phone,phone,False,technical_issue,paid_premium,resolved_agent,False,1.25,51.07,AG1125,8.36,True,3.0,False,FR,Mobile
TCK148394,2026-01-21,2026-01-21T14:02:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,Medium,Chatbot,self_serve_bot,True,billing,free,abandoned,False,0.34,11.14,,0.12,False,,False,US,Mobile
TCK128075,2026-01-22,2026-01-22T09:13:00,Technical Issue,Page stuck on loading screen,Customer's page remains on a loading spinner indefinitely without resolving.,Closed,Page load issue resolved after updating the app to the latest version.,High,Email,email,False,technical_issue,free,resolved_agent,False,408.57,433.14,AG1119,7.72,False,,False,FR,Mobile
TCK118386,2026-01-22,2026-01-22T01:21:00,Shipping Issue,Missing item from order,Customer's order arrived with one or more items missing.,Closed,Missing item shipped separately at no additional cost.,Low,Phone,phone,False,shipping,free,resolved_agent,False,1.1,1.11,AG1058,10.46,False,,False,US,Mobile
TCK134921,2026-01-24,2026-01-24T15:46:00,Billing Inquiry,Request to downgrade subscription plan,Customer wants to downgrade their current subscription plan to a lower tier.,Closed,Subscription downgraded effective next billing cycle as requested.,Low,Chatbot,self_serve_bot,True,billing,free,resolved_bot,True,0.24,4.74,,0.35,False,,False,UK,Desktop
TCK132492,2026-01-24,2026-01-24T17:32:00,Technical Issue,Feature not loading correctly,Customer states a specific feature fails to load and shows a blank screen.,Pending Customer Response,,Low,Chatbot,self_serve_bot,True,technical_issue,enterprise,escalated_to_agent,False,0.26,,AG1184,11.87,False,,False,BR,Mobile
TCK141099,2026-01-24,2026-01-24T18:36:00,Shipping Issue,Missing item from order,Customer's order arrived with one or more items missing.,Open,,Low,Chatbot,self_serve_bot,True,shipping,paid_basic,escalated_to_agent,False,0.65,,AG1035,3.38,False,,False,DE,Mobile
TCK113466,2026-01-24,2026-01-24T00:39:00,Technical Issue,Integration with third-party tool failing,Customer cannot connect their account to a third-party integration tool.,Closed,Reconnected the integration using updated API credentials.,Medium,Chatbot,self_serve_bot,True,technical_issue,free,resolved_bot,True,0.31,7.14,,0.08,False,,False,US,Desktop
TCK109647,2026-01-25,2026-01-25T12:01:00,Technical Issue,Error code 500 when saving changes,Customer receives a server error when attempting to save their work.,Pending Customer Response,,High,Community Forum,community_forum,True,account_access,paid_basic,unresolved,False,65.56,,AG1135,0.35,False,,False,CA,Tablet
TCK127578,2026-01-25,2026-01-25T06:40:00,Technical Issue,Error code 500 when saving changes,Customer receives a server error when attempting to save their work.,Closed,"Backend service was restarted, resolving the server error.",Medium,Chat,live_chat_agent,False,account_access,enterprise,resolved_agent,False,9.23,18.04,AG1089,10.92,False,,False,UK,Desktop
TCK101414,2026-01-25,2026-01-25T09:11:00,Returns/Refunds,Return label not received,Customer has not received the return shipping label they requested.,Open,,High,Chat,live_chat_agent,False,returns_refunds,paid_basic,unresolved,False,0.8,,AG1195,4.77,False,,False,DE,Desktop
TCK101507,2026-01-26,2026-01-26T00:05:00,Shipping Issue,Order stuck in customs,Customer's international order appears stuck in customs clearance.,Closed,Customs documentation resent to expedite clearance.,Critical,Email,email,False,shipping,free,resolved_agent,False,790.49,834.17,AG1036,5.0,True,4.0,False,FR,Mobile
TCK121109,2026-01-26,2026-01-26T13:43:00,Returns/Refunds,Exchange request for wrong size,Customer wants to exchange an item for a different size.,Open,,Medium,Chatbot,self_serve_bot,True,returns_refunds,paid_premium,escalated_to_agent,False,0.62,,AG1147,3.8,False,,False,IN,Tablet
TCK129182,2026-01-26,2026-01-26T18:49:00,Billing Inquiry,Tax calculation looks incorrect,Customer noticed the tax amount on their invoice seems incorrect for their region.,Closed,Tax calculation reviewed and corrected based on updated billing address.,Low,Chatbot,self_serve_bot,True,billing,enterprise,resolved_bot,True,0.42,2.34,,0.77,False,,False,US,Mobile
TCK112932,2026-01-26,2026-01-26T07:31:00,General Inquiry,General feedback about service,Customer is providing general feedback about their experience.,Closed,Thanked customer for feedback and logged it for the product team.,Critical,Chatbot,self_serve_bot,True,general_inquiry,free,resolved_bot,True,0.1,1.53,,0.15,False,,False,FR,Desktop
TCK147067,2026-01-26,2026-01-26T01:55:00,General Inquiry,General feedback about service,Customer is providing general feedback about their experience.,Closed,Thanked customer for feedback and logged it for the product team.,Low,Phone,phone,False,general_inquiry,free,resolved_agent,False,13.12,80.54,AG1074,6.41,True,5.0,False,FR,Tablet
